mecId,name
35907546,MARIA JUDITA SAVIOLI DE OLIVEIRA
35017140,MARIO PATARRA FRATTINI PROF
35925883,MARTINHO RUBENS BELLUCO PROFESSOR
35017152,MAURA ARRUDA GUIDOLIN PROFA
35045512,NEUZA MARIA NAZATTO DE CARVALHO PROFA
35903772,NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA
35016949,OCTAVIO SOARES DE ARRUDA PROF
35907534,ODAIR DE OLIVEIRA SEGAMARCHI PROFA
35017334,OLYMPIA BARTH DE OLIVEIRA PROFA
35578575,PROFESSORA LENY APPARECIDA PAGOTTO BOER
35578563,PROFESSORA MARIA LUCIA PADOVANI DE OLIVEIRA
35578587,PROFESSORA ORNELLA RITA FERRARI SACILOTTO
35016950,RISOLETA LOPES ARANHA PROFESSORA
35913157,ROMANA DE OLIVEIRA SALLES CUNHA PROFA
35016974,SAO VICENTE DE PAULO
35922183,SEBASTIANA PAIE RODELLA PROFA
35049906,SILVANIA APARECIDA SANTOS PROFA
35016962,SILVINO JOSE DE OLIVEIRA PROF
35037928,SINESIA MARTINI PROFA
35922959,SONIA APARECIDA BATAGLIA CARDOSO PROFA
35017061,ULISSES DE OLIVEIRA VALENTE PROF
35921567,WILSON CAMARGO PROF
35030703,AGNES LIEDTKE
35922365,ALICE MARQUES DA SILVA ROCHA
35029373,ALVARO GUIAO DR
35029634,ANCHIETA PADRE
35029543,ARMEL MIRANDA
35030740,ARNO HAUSSER
35029397,AUGUSTO MARIANI DR
35458156,CEL JTO A EE URUBUPUNGA
35029452,CESARE TOPPINO PADRE
35030673,CICERO CASTILHO CUNHA
35407215,DARIO GIOMETTI PROFESSOR
35029427,EDGAR RAIMUNDO DA COSTA DR
35030764,FRANCISCO SCHMIDT CEL
35029361,FRANCISCO TEODORO DE ANDRADE
35029609,JOAO BREMBATTI CALVOSO
35905914,JOAO CARREIRA
35029506,JUVENTINO NOGUEIRA RAMOS
35030557,LEA SILVA MORAES PROFA
35029661,MARILENA SANTANA CORREA FERNANDES PROFA
35030570,MITSUSADA UMETANI DR
35029336,NOEMIA DIAS PEROTTI DONA
35029488,PAULO GRASSI BONILHA DR
35453225,PENITENCIARIA DE ANDRADINA
35453785,PENITENCIARIA I DE LAVINIA
35453812,PENITENCIARIA II DE LAVINIA
35453304,PENITENCIARIA II DE MIRANDOPOLIS
35454102,PENITENCIARIA III ASP PAULO GUIMARAES
35453959,PENITENCIARIA NESTOR CANOA
35036195,URUBUPUNGA
35029324,ZILDA PRADO PAULOVICH PROFA
35038885,ABDIEL LOPES MONTEIRO PROF
35014424,AMBROSINA DE OLIVEIRA MATTOS PROFA
35041452,ANEZIA AMORIM MARTINS PROFA
35014370,ANTONIA BAPTISTA CALAZANS LUZ PROFA
35913546,ANTÔNIO DRAGONE
35317724,BAIRRO CANGUME
35559124,BAIRRO DO SALTINHO
35910004,BAIRRO DOS PAES
35048203,CACILDA LAGES PEREIRA CAVANI PROFA
35458168,CEL JTO A EE REGINA DIAS ANTUNES DA SILVA PROFA
35014312,DIOGENES RIBEIRO DE LIMA
35014345,ELIAS LAGES DE MAGALHAES PROF
35041440,HERMINIA DA SILVEIRA MELLO DONA
35913583,HIROSHI KOSUGE
35905252,HONORATO FERREIRA DA SILVA
35913522,JAIME DE OLIVEIRA PROF
35014333,JOAO ANTUNES ALEXANDRE
35065456,JOAO PAULO II PAPA
35038878,JOAO PEDRO DO NASCIMENTO PROF
35048239,JULIA DA SILVEIRA MELLO PROFA
35912013,JULIA RIBEIRO BRETAS PROFA
35048227,LEILA MARISA PASSARO PROFA
35048215,LEOPOLDO LEME VERNECK
35014369,LUIZ JOSE DIAS PROF
35043369,LUIZ PAGLIATO
35912037,MARIA BERNARDETI FERNANDES RODRIGUES PROFA
35040848,MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA
35014321,NASCIMENTO SATIRO DA SILVA
35041439,OSWALDINA SANTOS PROFA
35913571,PAULINA DE MORAIS PROFA
35014412,PAULO FRANCISCO DE ASSIS PROF
35014357,REGINA DIAS ANTUNES DA SILVA PROFA
35046848,ROSARIA JANUZZI PROFA
35038866,SYLVIA NOEMIA DE ALBUQUERQUE MARTINS PROFA
35014394,THEREZINHA SACCOMANO PASSARO PROFA
35913534,TOSHIMARO KACUTA COMENDADOR
35919779,VERA LUCIA COSMO LUCENA PROFESSORA
35907224,ABRANCHE JOSE PROF
35907248,AIMONE SALA PROF
35048513,ALTINA MORAES SAMPAIO PROFA
35029973,ARLINDA PESSOA MORBECK
35909257,ARTHUR LEITE CARRIJO PROF
35924611,ARY BOCUHY PROF
35985417,CEL JTO A EE MANOEL BENTO DA CRUZ
35985569,CEL JTO A EE WALDEMAR QUEIROZ PROFESSOR
35301607,CENTRO ATEND SOCIO EDUC - CASA ARACATUBA - CI
35559957,CENTRO ATEND SOCIO-EDUC ADOLESC - ARACA - CI
35559301,CENTRO ATEND SOCIO-EDUC ADOLESCENTE - ARACA - CI
35297689,CENTRO ATEND SOCIO-EDUC AO ADOLESCENTE - ARACATUBA-CI
35453985,CENTRO DE PROGRESSAO PENITENCIARIA DE VALPARAISO
35573048,CENTRO DE RESSOCIALIZACAO ARACATUBA CLASSES PROV
35029749,CLOVIS DE ARRUDA CAMPOS DR
35920575,CONJUNTO HABITACIONAL EZEQUIEL BARBOSA
35498087,DAVID GOLIAS PROF
35030004,FRANCISCO PRUDENTE CORREA CORONEL
35029890,GENESIO DE ASSIS PROF
35029944,JOAO ARRUDA BRASIL
35029816,JOAO BATISTA BOTELHO
35029889,JORGE CORREA PROF
35030065,JOSE ARANTES TERRA PROF
35029774,JOSE AUGUSTO LOPES BORGES PROF
35029865,JOSE CANDIDO
35030089,JOUBERT DE CARVALHO DR
35029737,LICOLINA VILLELA REIS ALVES PROFA
35029836,LIDIA PERRI BARBOSA PROFA
35029713,LUIZ GAMA
35029798,MANOEL BENTO DA CRUZ
35030053,MARIA APPARECIDA BALTHAZAR POCO PROFA
35907236,MARIA DO CARMO LELIS PROFA
35029762,NILCE MAIA SOUTO MELO PROFA
35029993,OLIMPIO CAMARGO PROF
35453973,PENITENCIARIA DE VALPARAISO
35029877,PURCINA ELISA DE ALMEIDA PROFA
35047612,SILVESTRE AUGUSTO DO NASCIMENTO
35030016,VANIOLE DIONYSIO MARQUES PAVAN PROFA
35029981,VICENTE BARBOSA
35029804,VITOR ANTONIO TRINDADE PROF
35030041,WALDEMAR QUEIROZ PROF
35903536,ADERVAL DA SILVA PROF
35022135,ADOLPHO THOMAS DE AQUINO
35907704,ALBERTO ALVES ROLLO DR
35021921,ALFREDO EVANGELISTA NOGUEIRA
35042778,ALZIRA DIAS DE TOLEDO PIZA PROFA
35914265,ANGELINA LIA ROLFSEN PROFA
35021885,ANTONIA EUGENIA MARTINS PROFA
35903334,ANTONIO DE OLIVEIRA BUENO FILHO
35038982,ANTONIO DOS SANTOS PROF
35022020,ANTONIO JOAQUIM DE CARVALHO
35022159,ANTONIO LOURENCO CORREA
35021957,AUGUSTO DA SILVA CESAR PROF
35021854,BENTO DE ABREU
35021866,BENTO DE ABREU
35458173,CEL JTO A EE DINORA MARCONDES GOMES PROFA
35447341,CEL JTO A EE HENRIQUE MORATO PROF
35985314,CEL JTO A EE JOAO MANOEL DO AMARAL
35462020,CEL JTO A MARIA ISABEL RODRIGUES ORSO PROFA
35559489,CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI
35559490,CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI
35454072,CENTRO DE RESSOCIALIZACAO FEMININO DE ARARAQUARA
35453274,CENTRO DE RESSOCIALIZACAO MASCULINO DE ARARAQUARA
35024958,CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA
35021830,DINORA MARCONDES GOMES PROFA
35021994,DORIVAL ALVES
35049633,DORIVAL DE CARVALHO
35046085,ERGILIA MICELLI PROFA
35919408,ERNESTO MASSELANI
35021969,FLORESTANO LIBUTTI
35022081,FRANCISCO PEDRO MONTEIRO DA SILVA
35021908,GAVIAO PEIXOTO CONSELHEIRO
35021891,GERALDO HONORATO AZZI SACHS PROF
35911896,GUERINO VEDOATO
35025148,HELENA BORSETTI PROFA
35024946,HENRIQUE MORATO PROF
35907728,JANDYRA NERY GATTI PROFA
35497381,JARDIM BUSCARDI
35004092,JARDIM DOS OITIS
35022160,JOAO BATISTA DE OLIVEIRA
35022073,JOAO MANOEL DO AMARAL
35021945,JOAO PIRES DE CAMARGO DR
35905756,JOAO SALGADO SOBRINHO DEPUTADO
35462330,JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO
35909695,JOSE CARLOS PINOTTI
35024934,JOSE INOCENCIO DA COSTA
35044672,LAERT JOSE TARALLO MENDES PROF
35022147,LEA DE FREITAS MONTEIRO PROFA
35903358,LEONARDO BARBIERI DEPUTADO
35024961,LEOPOLDINO MEIRA DE ANDRADE DR
35022123,LETICIA DE GODOY BUENO DE CARVALHO LOPES PROFA
35043540,LUISA ROLFSEN PETRILLI PROFA
35021912,LUZIA DE ABREU PROFA
35047405,LYSANIAS DE OLIVEIRA CAMPOS PROF
35021829,MARCELINO BRAGA CEL
35435697,MARIA ISABEL RODRIGUES ORSO PROFA
35919412,MARLENE FRATTINI PROFA
35021933,NARCISO DA SILVA CESAR
35024971,NELSON ANTONIO ROMAO PADRE
35462536,OACYR ANTONIO ELLERO PROFESSOR
35047909,ODONE BELLINE PROF
35022068,PEDRO JOSE NETO
35021878,PEDRO MORGANTI COMENDADOR
35453249,PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA
35025008,ROBERTO VELTRE PROF
35922973,SERGIO PEDRO SPERANZA PROF
35479342,URIAS BRAGA COSTA PROFESSOR
35021970,VICTOR LACORTE PROF
35034162,ADALGISA CAVEZZALE DE CAMPOS PROFA
35032529,ANTONIO DE ALMEIDA PRADO
35033085,ANTONIO DE BENEDICTIS PROF DR
35032992,ANTONIO FONTANA
35033112,ANTONIO JOSE DOS SANTOS DOM
35040186,AZARIAS RIBEIRO CEL
35033285,CARLOS ALBERTO DE OLIVEIRA PROF
35033145,CAROLINA FRANCINI BURALI DONA
35341010,CEL JTO A EE ADALGISA CAVEZZALE DE CAMPOS PROFA
35985521,CEL JTO A EE DIVA FIGUEIREDO DA SILVEIRA
35985485,CEL JTO A EE JOSE GONCALVES DE MENDONCA
35428760,CEL JTO A EE PROF CARLOS ALBERTO DE OLIVEIRA
35033340,CLARISSE PELIZONE DE LIMA PROFA
35033005,CLAUDIO DE SOUZA DR
35033212,CLEOPHANIA GALVAO DA SILVA PROFA
35033157,CLOTILDE DE CASTRO BARREIRA PROFA
35033261,CLYBAS PINTO FERRAZ DR
35900862,DAVID JOSE LUZ PROF
35033327,DIVA FIGUEIREDO DA SILVEIRA
35033273,ERNANI RODRIGUES PROF
35033182,FRANCISCA RIBEIRO MELLO FERNANDES PROFA
35033339,ISIDORO BAPTISTA
35043205,JARDIM SAO FRANCISCO
35033078,JOAQUIM GONCALVES DE OLIVEIRA
35033042,JOSE AUGUSTO DE CARVALHO DR
35033200,JOSE AUGUSTO RIBEIRO
35044490,JOSE DE SOUZA DR
35032980,JOSE DOS SANTOS ALMEIDA
35033017,JOSE GONCALVES DE MENDONCA
35033900,JOSE JOAQUIM BITTENCOURT CEL
35903632,LEA ROSA MELO ANDREGHETTI PROFA
35917977,LENY BARROS DA SILVA PROFA
35033108,LEO PIZZATO PROF
35033236,LOURDES PEREIRA PROFA
35033066,LOURENCO LUCIANO CARNEIRO PROF
35043230,MARIA ANGELA BATISTA DIAS PROFA
35905999,MARIA APARECIDA GALHARINI DOS SANTOS PROFA
35033133,MARIA MAGDALENA DE OLIVEIRA DONA COTA
35900874,NOEMIA GARCIA CICILIATO PROFA
35044573,OSWALDO MOREIRA DA SILVA PROF
35454886,PENITENCIARIA DE ASSIS
35070464,PENITENCIARIA DE ASSIS CLASSES PROVISORIAS
35453473,PENITENCIARIA DE PARAGUACU PAULISTA
35033030,RACHID JABUR
35032554,RAGE ANDERAOS PROF
35032979,SANTO HINO
35033091,TEOFILO ELIAS PROF
35906815,VILA DO LAGO
35903188,ABILIO RAPOSO FERRAZ JUNIOR
35566032,ASSENTAMENTO ZUMBI DOS PALMARES
35014552,AVELINO APARECIDO RIBEIRO DOUTOR
35014631,BENE ANDRADE DONA
35497277,CEEJA DE AVARE
35985272,CEL JTO A EE JOAO CRUZ
35918489,CELSO FERREIRA DA SILVA PROFESSOR
35336841,CENTRO ATEND SOCIO-ED ADOLESC DE CERQUEIRA CESAR II-CI
35337067,CENTRO ATEND SOCIO-ED ADOLESC JOAO PAULO II - CI
35560625,CENTRO ATEND SOCIO-EDUC ADOLESCENTE - RIO NOVO - CI
35560637,CENTRO ATEND SOCIO-EDUC ADOLESCENTE - TRES RIOS - CI
35336816,CENTRO DE ATEND SOCIO-EDUC AO ADOLESC FEMININO ANITA GARIBALDI - CI
35336762,CENTRO DE ATEND SOCIO-EDUC AO ADOLESCENTE DE IARAS I-CI
35336774,CENTRO DE ATEND SOCIO-EDUC AO ADOLESCENTE DE IARAS II-CI
35483230,CENTRO DE DETENCAO PROVISORIA DE CERQUEIRA CESAR
35453183,CENTRO DE RESSOCIALIZACAO DOUTOR MAURO DE MACEDO
35905185,COTA LEONEL DONA
35900424,DIMAS MOZART E SILVA PROFESSOR
35045226,EMILIO IMMOOS PADRE
35914484,ERUCE PAULUCCI PROFESSOR
35910119,GUIDO DIAS DE ALMEIDA PROFESSOR
35014497,JOAO CRUZ CORONEL
35014485,JOAO MICHELIN
35014588,JOAO TEIXEIRA DE ARAUJO PROFESSOR
35049888,JOSE APARECIDO CASTELUCCI PROFESSOR
35014527,JOSE LEITE PINHEIRO PROFESSOR
35014540,JOSE PENNA
35924088,JOSE PIRES DE CARVALHO DOUTOR
35038908,MARIA IZABEL CRUZ PIMENTEL DONA
35014679,MATILDE VIEIRA
35014461,PAULO ARAUJO NOVAES DOUTOR
35014515,PAULO DELICIO
35014503,PEDRO BENTO ALVES
35453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA
35573735,PENITENCIARIA DE TAQUARITUBA
35483229,PENITENCIARIA MASCULINA DE CERQUEIRA CESAR
35454011,PENITENCIARIA NELSON MARCONDES DO AMARAL
35454126,PENITENCIARIA ORLANDO BRANDO FILINTO
35191516,PROFESSORA MARIANA APARECIDA TODESCATO
35924337,SANDRA APARECIDA DE ARAUJO PROFESSORA
35022287,ALEXANDRE DE AVILA BORGES
35022342,ALICE FONTOURA DE ARAUJO DONA
35022263,ALMEIDA PINTO
35919664,ALZIRA TONELLI ZACCARELLI PROFESSORA
35028034,ANITA COSTA DONA
35028071,ANTONIO AUGUSTO REIS NEVES DOUTOR
35022469,ANTONIO OLYMPIO DOUTOR
35022445,AYMORE DO BRASIL PROFESSOR
35022214,BENEDITO PEREIRA CARDOSO PROFESSOR
35433561,CEL JTO A EE ANTONIO AUGUSTO REIS NEVES DOUTOR
35433559,CEL JTO A EE ANTONIO OLYMPIO DOUTOR
35458193,CEL JTO A EE ENOCH GARCIA LEAL
35022421,DALVA LELLIS GARCIA PRADO PROFA
35049712,DALVA VIEIRA ITAVO PROFESSORA
35048012,DARCY SILVEIRA VAZ PROFESSOR
35498166,DORIVAL THOMAZ DA COSTA
35028125,ELOI LOPES FERRAZ DOUTOR
35022238,ENOCH GARCIA LEAL
35907736,FABIO JUNQUEIRA FRANCO
35028113,FRANCISCO BERNARDES FERREIRA COMENDADOR
35028095,JOSE ANTONIO SANTANA
35028137,JOSE MARCELINO DE ALMEIDA
35907741,LACY BONILHA DE SOUZA PROFESSORA
35022457,MACEDO SOARES EMBAIXADOR
35579889,MARIA HELENA SCANNAVINO
35028061,MARIA UBALDINA DE BARROS FURQUIM PROFESSORA
35022354,MARIO VIEIRA MARCONDES
35028022,NARCISO BERTOLINO CAPITAO
35028228,OVIDIO DE SOUZA DIAS
35022329,PAULINA NUNES DE MORAES PROFESSORA
35022391,SILVESTRE DE LIMA CORONEL
35036894,VALOIS SCORTECCI
35028046,WILQUEM MANOEL NEVES DOUTOR
35022433,ZEZINHO PORTUGAL
35919019,ADA CARIANI AVALONE PROFA
35100195,ALDEIA EKERUA
35100110,ALDEIA KOPENOTI
35100146,ALDEIA NIMUENDAJU
35100341,ALDEIA TEREGUA
35026136,ALFREDO PUJOL DR
35025471,ANA ROSA ZUCKER D'ANNUNZIATA PROFA
35025264,ANIS DABUS DR
35035841,ANTONIETA GRASSI MALATRASI PROFA
35901003,ANTONIO FERREIRA DE MENEZES VEREADOR
35900990,ANTONIO GUEDES DE AZEVEDO PROF
35925263,ANTONIO JORGE LIMA PADRE
35026273,ANTONIO SANCHES LOPES
35025215,ANTONIO SERRALVO SOBRINHO PROF
35025227,ANTONIO XAVIER MENDONCA PROF
35025999,ARACY SANTINHO BARBERI PROFA
35042936,ARMINDA SBRISSIA IRMA
35025239,AYRTON BUSCH PROF
35043597,AZARIAS LEITE
35025331,BENEDITO GEBARA
35040939,CARLOS CHAGAS DR
35025392,CARLOS CORREA VIANNA PROF
35025483,CAROLINA LOPES DE ALMEIDA PROFA
35980067,CEEJA TANCREDO NEVES PRESIDENTE
35985582,CEL JTO A EE CHRISTINO CABRAL PROF
35458211,CEL JTO A EE VERA BRAGA FRANCO GIACOMINI PROFA
35025203,CELIA PRIMO CALIL PROFA
35559568,CENTRO ATEND SOCIO-EDUC ADOLESCENTE - DE BAURU - CI
35559477,CENTRO ATEND SOCIO-EDUC ADOLESCENTE DE BAURU - CI
35564928,CENTRO DE ATEND SOCIOEDUC AO ADOLESC NELSON MANDELA CI
35453316,CENTRO DE PROGRESSAO PENIT DR EDUARDO DE OLIVEIRA VIANNA
35457802,CENTRO DE PROGRESSAO PENITENCIARIA DR ALBERTO BROCCHIERI
35025598,CHRISTINO CABRAL PROF
35900229,DURVAL GUEDES DE AZEVEDO PROF
35901015,EDISON BASTOS GASPARINI PREF
35025240,EDUARDO VELHO FILHO PROF
35025367,EDUARDO VELHO FILHO PROF
35025537,ERNESTO MONTE
35049670,FARID FAYAD PROF
35025161,FRAGA MAJOR
35049645,FRANCISCO ALVES BRIZOLA PROF
35025574,FRANCISCO ANTUNES PROF
35025409,FRANCISCO DE PAULA ABREU SODRE DR
35025549,GUIA LOPES
35025410,HENRIQUE BERTOLUCCI PROF
35462724,HENRIQUE ROCHA DE ANDRADE PROFESSOR
35038003,IRACEMA DE CASTRO AMARANTE PROFA
35025987,JOAO BATISTA DE AQUINO PE
35026037,JOAO BATISTA RIBEIRO
35049657,JOAO MARINGONI
35919123,JOAO PEDRO FERNANDES
35917655,JOAO SIMOES NETTO PROF
35025513,JOAQUIM DE MICHIELI PROF
35025562,JOAQUIM RODRIGUES MADUREIRA
35025197,JORGE MATTAR PADRE
35025525,JOSE APARECIDO GUEDES DE AZEVEDO PROF
35044064,JOSE RANIERI PROF
35025318,JOSE VIRANDA PROF
35025902,LEONINA ALVES CONEGLIAN PROFA
35025434,LUIZ BRAGA PROF
35913765,LUIZ CARLOS GOMES
35025446,LUIZ CASTANHO DE ALMEIDA PROF
35025276,LUIZ ZUIANI DR
35007997,MANOEL GONCALVES PROF
35026487,MARIA ANGELICA MARCONDES PROFA
35044076,MARIA APARECIDA COIMBRA PROFA
35921373,MARIA APARECIDA MASCHIETTO OKAZAKI PROFESSORA
35026001,MARIA BATAGLIN DELAZARI
35920484,MARTA APARECIDA HJERTQUIST BARBOSA PROFA
35025495,MERCEDES PAZ BUENO PROFA
35025458,MORAIS PACHECO PROF
35905859,NILZA MARIA SANTAREM PASCHOAL PROFA
35025938,PAULO ZILLO DR
35453353,PENITENCIARIA DR WALTER FARIA PEREIRA DE QUIEROZ
35479305,PENITENCIARIA FEMININA SANDRA APARECIDA LARIO VIANNA
35453298,PENITENCIÁRIA GILMAR MONTEIRO DE SOUZA
35457796,PENITENCIARIA LUIZ GONZAGA VIEIRA P II DE PIRAJUI
35453286,PENITENCIARIA RODRIGO DOS SANTOS FREITAS
35453648,PENITENCIARIA SGTO PM ANTONIO LUIZ DE SOUZA
35453547,PENITENCIARIA TEN PM JOSE ALFREDO CINTRA BORIN
35025173,PLINIO FERRAZ
35565696,PROFA MARIA EUNICE BORGES DE MIRANDA REIS
35441818,RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA
35025324,RODOLFO MIRANDA SENADOR
35038064,RUBENS PIETRAROIA
35025288,SALVADOR FILARDI
35071161,SEBASTIANA VALDIRIA PEREIRA DA SILVA PROFA
35025252,SEBASTIAO INOC ASSUMPCAO PROF
35903541,SETH DE ALMEIDA
35025461,SILVERIO SAO JOAO PROF
35025297,STELA MACHADO
35070634,SUELI APARECIDA SE ROSA PROFA
35025306,TORQUATO MINHOTO
35049682,VERA BRAGA FRANCO GIACOMINI PROFA
35025501,VERA CAMPAGNANI PROFA
35025896,VIRGILIO CAPOANI
35900217,WALTER BARRETTO MELCHERT PROF
35030107,AGOSTINHO GRIGOLETO
35030132,ALVARO ALVIM
35030211,ANTONIO KASSAWARA KATUTOK
35923382,ANTONIO SALES OLIVEIRA PROFESSOR
35030120,CARLOS ROSA DOUTOR
35433640,CEL JTO A EE STELIO MACHADO LOUREIRO PROFESSOR
35065341,CENTRO DE RESSOCIALIZACAO DE BIRIGUI CLASSES PROV
35030508,CINELZIA LORENCI MARONI PROFESSORA
35030235,ENZO BRUNO CARRAMASCHI PROFESSOR
35913856,ESMERALDA MILANO MARONI PROFESSORA
35917643,GERACINA DE MENEZES SANCHES PROFESSORA
35905938,HERMINIO CANTISANI PROFESSOR
35048562,IZABEL DE ALMEIDA MARIN PROFESSORA
35030260,JOSE MARIA DOS REIS DOUTOR
35043102,LYDIA HELENA FRANDSEN STUHR PROFESSORA
35030181,MARIA MATHILDE CASTEIN CASTILHO PROFESSORA
35030247,OCTAVIANO CARDOSO
35924283,OLIVIA ANGELA FURLANI PROFESSORA
35030173,OSWALDO JANUZZI PROFESSOR
35030193,PIO ANTUNES DE FIGUEIREDO DOUTOR
35030272,REGINA VALARINI VIEIRA PROFA
35905926,RICARDO PERUZZO PROFESSOR
35030119,STELIO MACHADO LOUREIRO PROFESSOR
